date,item,sales
2016-03-14,32498,10
2016-03-15,32498,18
2016-03-16,32498,22
2016-03-17,32498,24
2016-03-18,32498,23
2016-03-19,32498,27
2016-03-20,32498,18
2016-03-21,32498,13
2016-03-22,32498,17
2016-03-23,32498,20
2016-03-24,32498,22
2016-03-25,32498,28
2016-03-26,32498,12
2016-03-27,32498,20
2016-03-28,32498,17
2016-03-29,32498,16
2016-03-30,32498,14
2016-03-31,32498,20
2016-04-01,32498,26
2016-04-02,32498,26
2016-04-03,32498,22
2016-04-04,32498,18
2016-04-05,32498,25
2016-04-06,32498,17
2016-04-07,32498,25
2016-04-08,32498,28
2016-04-09,32498,30
2016-04-10,32498,21
2016-04-11,32498,29
2016-04-12,32498,20
2016-04-13,32498,20
2016-04-14,32498,21
2016-04-15,32498,22
2016-04-16,32498,27
2016-04-17,32498,26
2016-04-18,32498,19
2016-04-19,32498,22
2016-04-20,32498,29
2016-04-21,32498,21
2016-04-22,32498,23
2016-04-23,32498,26
2016-04-24,32498,26
2016-04-25,32498,18
2016-04-26,32498,
2016-04-27,32498,27
2016-04-28,32498,20
2016-04-29,32498,24
2016-04-30,32498,26
2016-05-01,32498,22
2016-05-02,32498,25
2016-05-03,32498,25
2016-05-04,32498,20
2016-05-05,32498,31
2016-05-06,32498,32
2016-05-07,32498,24
2016-05-08,32498,23
2016-05-09,32498,27
2016-05-10,32498,29
2016-05-11,32498,27
2016-05-12,32498,23
2016-05-13,32498,25
2016-05-14,32498,40
2016-05-15,32498,27
2016-05-16,32498,24
2016-05-17,32498,17
2016-05-18,32498,25
2016-05-19,32498,19
2016-05-20,32498,23
2016-05-21,32498,21
2016-05-22,32498,29
2016-05-23,32498,19
2016-05-24,32498,25
2016-05-25,32498,28
2016-05-26,32498,21
2016-05-27,32498,22
2016-05-28,32498,22
2016-05-29,32498,35
2016-05-30,32498,22
2016-05-31,32498,27
2016-06-01,32498,27
2016-06-02,32498,29
2016-06-03,32498,25
2016-06-04,32498,24
2016-06-05,32498,34
2016-06-06,32498,27
2016-06-07,32498,25
2016-06-08,32498,30
2016-06-09,32498,27
2016-06-10,32498,28
2016-06-11,32498,27
2016-06-12,32498,32
2016-06-13,32498,16
2016-06-14,32498,21
2016-06-15,32498,29
2016-06-16,32498,23
2016-06-17,32498,29
2016-06-18,32498,30
2016-06-19,32498,30
2016-06-20,32498,21
2016-06-21,32498,25
2016-06-22,32498,20
2016-06-23,32498,34
2016-06-24,32498,24
2016-06-25,32498,39
2016-06-26,32498,38
2016-06-27,32498,28
2016-06-28,32498,14
2016-06-29,32498,29
2016-06-30,32498,25
2016-07-01,32498,29
2016-07-02,32498,28
2016-07-03,32498,19
2016-07-04,32498,26
2016-07-05,32498,27
2016-07-06,32498,23
2016-07-07,32498,32
2016-07-08,32498,32
2016-07-09,32498,30
2016-07-10,32498,31
2016-07-11,32498,19
2016-07-12,32498,25
2016-07-13,32498,19
2016-07-14,32498,19
2016-07-15,32498,35
2016-07-16,32498,26
2016-07-17,32498,41
2016-07-18,32498,27
2016-07-19,32498,21
2016-07-20,32498,29
2016-07-21,32498,27
2016-07-22,32498,34
2016-07-23,32498,31
2016-07-24,32498,40
2016-07-25,32498,15
2016-07-26,32498,24
2016-07-27,32498,33
2016-07-28,32498,35
2016-07-29,32498,23
2016-07-30,32498,25
2016-07-31,32498,31
2016-08-01,32498,28
2016-08-02,32498,29
2016-08-03,32498,17
2016-08-04,32498,19
2016-08-05,32498,31
2016-08-06,32498,31
2016-08-07,32498,35
2016-08-08,32498,15
2016-08-09,32498,11
2016-08-10,32498,15
2016-08-11,32498,28
2016-08-12,32498,22
2016-08-13,32498,21
2016-08-14,32498,29
2016-08-15,32498,17
2016-08-16,32498,21
2016-08-17,32498,16
2016-08-18,32498,30
2016-08-19,32498,27
2016-08-20,32498,27
2016-08-21,32498,33
2016-08-22,32498,17
2016-08-23,32498,18
2016-08-24,32498,31
2016-08-25,32498,21
2016-08-26,32498,28
2016-08-27,32498,32
2016-08-28,32498,25
2016-08-29,32498,
2016-08-30,32498,21
2016-08-31,32498,21
2016-09-01,32498,13
2016-09-02,32498,22
2016-09-03,32498,35
2016-09-04,32498,23
2016-09-05,32498,25
2016-09-06,32498,22
2016-09-07,32498,18
2016-09-08,32498,16
2016-09-09,32498,18
2016-09-10,32498,24
2016-09-11,32498,26
2016-09-12,32498,15
2016-09-13,32498,22
2016-09-14,32498,18
2016-09-15,32498,40
2016-09-16,32498,25
2016-09-17,32498,27
2016-09-18,32498,24
2016-09-19,32498,21
2016-09-20,32498,23
2016-09-21,32498,19
2016-09-22,32498,21
2016-09-23,32498,32
2016-09-24,32498,19
2016-09-25,32498,31
2016-09-26,32498,
2016-09-27,32498,17
2016-09-28,32498,26
2016-09-29,32498,24
2016-09-30,32498,25
2016-10-01,32498,25
2016-10-02,32498,19
2016-10-03,32498,19
2016-10-04,32498,12
2016-10-05,32498,24
2016-10-06,32498,19
2016-10-07,32498,16
2016-10-08,32498,31
2016-10-09,32498,32
2016-10-10,32498,23
2016-10-11,32498,19
2016-10-12,32498,127
2016-10-13,32498,25
2016-10-14,32498,21
2016-10-15,32498,23
2016-10-16,32498,27
2016-10-17,32498,10
2016-10-18,32498,27
2016-10-19,32498,17
2016-10-20,32498,26
2016-10-21,32498,24
2016-10-22,32498,35
2016-10-23,32498,23
2016-10-24,32498,13
2016-10-25,32498,25
2016-10-26,32498,13
2016-10-27,32498,21
2016-10-28,32498,31
2016-10-29,32498,28
2016-10-30,32498,17
2016-10-31,32498,14
2016-11-01,32498,15
2016-11-02,32498,15
2016-11-03,32498,22
2016-11-04,32498,19
2016-11-05,32498,23
2016-11-06,32498,29
2016-11-07,32498,24
2016-11-08,32498,14
2016-11-09,32498,19
2016-11-10,32498,35
2016-11-11,32498,19
2016-11-12,32498,26
2016-11-13,32498,24
2016-11-14,32498,
2016-11-15,32498,
2016-11-16,32498,23
2016-11-17,32498,25
2016-11-18,32498,21
2016-11-19,32498,21
2016-11-20,32498,30
2016-11-21,32498,14
2016-11-22,32498,17
2016-11-23,32498,14
2016-11-24,32498,23
2016-11-25,32498,23
2016-11-26,32498,26
2016-11-27,32498,24
2016-11-28,32498,17
2016-11-29,32498,23
2016-11-30,32498,29
2016-12-01,32498,23
2016-12-02,32498,18
2016-12-03,32498,22
2016-12-04,32498,27
2016-12-05,32498,16
2016-12-06,32498,16
2016-12-07,32498,10
2016-12-08,32498,20
2016-12-09,32498,22
2016-12-10,32498,14
2016-12-11,32498,24
2016-12-12,32498,15
2016-12-13,32498,12
2016-12-14,32498,14
2016-12-15,32498,15
2016-12-16,32498,25
2016-12-17,32498,14
2016-12-18,32498,25
2016-12-19,32498,17
2016-12-20,32498,15
2016-12-21,32498,16
2016-12-22,32498,17
2016-12-23,32498,24
2016-12-24,32498,14
2016-12-25,32498,21
2016-12-26,32498,11
2016-12-27,32498,15
2016-12-28,32498,17
2016-12-29,32498,21
2016-12-30,32498,20
2016-12-31,32498,15
2017-01-01,32498,21
2017-01-02,32498,15
2017-01-03,32498,12
2017-01-04,32498,14
2017-01-05,32498,10
2017-01-06,32498,10
2017-01-07,32498,21
2017-01-08,32498,16
2017-01-09,32498,5
2017-01-10,32498,18
2017-01-11,32498,16
2017-01-12,32498,13
2017-01-13,32498,16
2017-01-14,32498,19
2017-01-15,32498,18
2017-01-16,32498,13
2017-01-17,32498,19
2017-01-18,32498,13
2017-01-19,32498,10
2017-01-20,32498,19
2017-01-21,32498,17
2017-01-22,32498,29
2017-01-23,32498,18
2017-01-24,32498,21
2017-01-25,32498,15
2017-01-26,32498,13
2017-01-27,32498,13
2017-01-28,32498,17
2017-01-29,32498,20
2017-01-30,32498,17
2017-01-31,32498,10
2017-02-01,32498,15
2017-02-02,32498,17
2017-02-03,32498,19
2017-02-04,32498,18
2017-02-05,32498,
2017-02-06,32498,13
2017-02-07,32498,13
2017-02-08,32498,13
2017-02-09,32498,8
2017-02-10,32498,20
2017-02-11,32498,28
2017-02-12,32498,22
2017-02-13,32498,15
2017-02-14,32498,13
2017-02-15,32498,12
2017-02-16,32498,15
2017-02-17,32498,21
2017-02-18,32498,15
2017-02-19,32498,32
2017-02-20,32498,13
2017-02-21,32498,13
2017-02-22,32498,16
2017-02-23,32498,19
2017-02-24,32498,9
2017-02-25,32498,9
2017-02-26,32498,22
2017-02-27,32498,13
2017-02-28,32498,21
2017-03-01,32498,19
2017-03-02,32498,23
2017-03-03,32498,25
2017-03-04,32498,15
2017-03-05,32498,16
2017-03-06,32498,12
2017-03-07,32498,18
2017-03-08,32498,18
2017-03-09,32498,
2017-03-10,32498,24
2017-03-11,32498,17
2017-03-12,32498,22
2017-03-13,32498,20
2017-03-14,32498,16
2017-03-15,32498,21
2017-03-16,32498,19
2017-03-17,32498,20
2017-03-18,32498,27
2017-03-19,32498,21
2017-03-20,32498,17
2017-03-21,32498,27
2017-03-22,32498,17
2017-03-23,32498,23
2017-03-24,32498,18
2017-03-25,32498,27
2017-03-26,32498,23
2017-03-27,32498,19
2017-03-28,32498,18
2017-03-29,32498,22
2017-03-30,32498,17
2017-03-31,32498,16
2017-04-01,32498,37
2017-04-02,32498,28
2017-04-03,32498,19
2017-04-04,32498,18
2017-04-05,32498,
2017-04-06,32498,28
2017-04-07,32498,18
2017-04-08,32498,28
2017-04-09,32498,23
2017-04-10,32498,19
2017-04-11,32498,28
2017-04-12,32498,23
2017-04-13,32498,30
2017-04-14,32498,19
2017-04-15,32498,18
2017-04-16,32498,23
2017-04-17,32498,15
2017-04-18,32498,30
2017-04-19,32498,23
2017-04-20,32498,29
2017-04-21,32498,23
2017-04-22,32498,31
2017-04-23,32498,36
2017-04-24,32498,20
2017-04-25,32498,17
2017-04-26,32498,16
2017-04-27,32498,27
2017-04-28,32498,24
2017-04-29,32498,26
2017-04-30,32498,32
2017-05-01,32498,13
2017-05-02,32498,26
2017-05-03,32498,24
2017-05-04,32498,18
2017-05-05,32498,23
2017-05-06,32498,
2017-05-07,32498,33
2017-05-08,32498,11
2017-05-09,32498,18
2017-05-10,32498,14
2017-05-11,32498,33
2017-05-12,32498,35
2017-05-13,32498,28
2017-05-14,32498,17
2017-05-15,32498,18
2017-05-16,32498,19
2017-05-17,32498,23
2017-05-18,32498,27
2017-05-19,32498,26
2017-05-20,32498,33
2017-05-21,32498,30
2017-05-22,32498,22
2017-05-23,32498,22
2017-05-24,32498,28
2017-05-25,32498,26
2017-05-26,32498,33
2017-05-27,32498,24
2017-05-28,32498,26
2017-05-29,32498,14
2017-05-30,32498,26
2017-05-31,32498,25
2017-06-01,32498,
2017-06-02,32498,19
2017-06-03,32498,34
2017-06-04,32498,36
2017-06-05,32498,24
2017-06-06,32498,27
2017-06-07,32498,20
2017-06-08,32498,31
2017-06-09,32498,25
2017-06-10,32498,40
2017-06-11,32498,29
2017-06-12,32498,30
2017-06-13,32498,28
2017-06-14,32498,17
2017-06-15,32498,23
2017-06-16,32498,27
2017-06-17,32498,18
2017-06-18,32498,36
2017-06-19,32498,22
2017-06-20,32498,27
2017-06-21,32498,22
2017-06-22,32498,27
2017-06-23,32498,27
2017-06-24,32498,41
2017-06-25,32498,34
2017-06-26,32498,22
2017-06-27,32498,27
2017-06-28,32498,18
2017-06-29,32498,32
2017-06-30,32498,29
2017-07-01,32498,37
2017-07-02,32498,39
2017-07-03,32498,18
2017-07-04,32498,30
2017-07-05,32498,30
2017-07-06,32498,26
2017-07-07,32498,35
2017-07-08,32498,35
2017-07-09,32498,39
2017-07-10,32498,17
2017-07-11,32498,22
2017-07-12,32498,27
2017-07-13,32498,35
2017-07-14,32498,31
2017-07-15,32498,38
2017-07-16,32498,26
2017-07-17,32498,22
2017-07-18,32498,21
2017-07-19,32498,22
2017-07-20,32498,23
2017-07-21,32498,41
2017-07-22,32498,28
2017-07-23,32498,40
2017-07-24,32498,19
2017-07-25,32498,29
2017-07-26,32498,26
2017-07-27,32498,33
2017-07-28,32498,40
2017-07-29,32498,30
2017-07-30,32498,31
2017-07-31,32498,27
2017-08-01,32498,16
2017-08-02,32498,20
2017-08-03,32498,24
2017-08-04,32498,25
2017-08-05,32498,
2017-08-06,32498,23
2017-08-07,32498,23
2017-08-08,32498,24
2017-08-09,32498,26
2017-08-10,32498,
2017-08-11,32498,23
2017-08-12,32498,39
2017-08-13,32498,34
2017-08-14,32498,23
2017-08-15,32498,16
2017-08-16,32498,16
2017-08-17,32498,28
2017-08-18,32498,31
2017-08-19,32498,37
2017-08-20,32498,27
2017-08-21,32498,16
2017-08-22,32498,22
2017-08-23,32498,23
2017-08-24,32498,33
2017-08-25,32498,23
2017-08-26,32498,26
2017-08-27,32498,43
2017-08-28,32498,17
2017-08-29,32498,26
2017-08-30,32498,22
2017-08-31,32498,27
2017-09-01,32498,20
2017-09-02,32498,22
2017-09-03,32498,20
2017-09-04,32498,24
2017-09-05,32498,20
2017-09-06,32498,21
2017-09-07,32498,20
2017-09-08,32498,20
2017-09-09,32498,20
2017-09-10,32498,31
2017-09-11,32498,15
2017-09-12,32498,24
2017-09-13,32498,23
2017-09-14,32498,26
2017-09-15,32498,19
2017-09-16,32498,15
2017-09-17,32498,22
2017-09-18,32498,16
2017-09-19,32498,26
2017-09-20,32498,22
2017-09-21,32498,29
2017-09-22,32498,23
2017-09-23,32498,27
2017-09-24,32498,21
2017-09-25,32498,19
2017-09-26,32498,19
2017-09-27,32498,27
2017-09-28,32498,17
2017-09-29,32498,19
2017-09-30,32498,22
2017-10-01,32498,22
2017-10-02,32498,21
2017-10-03,32498,17
2017-10-04,32498,24
2017-10-05,32498,25
2017-10-06,32498,23
2017-10-07,32498,19
2017-10-08,32498,21
2017-10-09,32498,21
2017-10-10,32498,22
2017-10-11,32498,26
2017-10-12,32498,22
2017-10-13,32498,24
2017-10-14,32498,26
2017-10-15,32498,30
2017-10-16,32498,21
2017-10-17,32498,14
2017-10-18,32498,22
2017-10-19,32498,28
2017-10-20,32498,20
2017-10-21,32498,23
2017-10-22,32498,16
2017-10-23,32498,17
2017-10-24,32498,30
2017-10-25,32498,21
2017-10-26,32498,17
2017-10-27,32498,24
2017-10-28,32498,26
2017-10-29,32498,31
2017-10-30,32498,
2017-10-31,32498,20
2017-11-01,32498,23
2017-11-02,32498,22
2017-11-03,32498,20
2017-11-04,32498,17
2017-11-05,32498,21
2017-11-06,32498,20
2017-11-07,32498,25
2017-11-08,32498,16
2017-11-09,32498,22
2017-11-10,32498,31
2017-11-11,32498,27
2017-11-12,32498,36
2017-11-13,32498,16
2017-11-14,32498,19
2017-11-15,32498,27
2017-11-16,32498,21
2017-11-17,32498,24
2017-11-18,32498,29
2017-11-19,32498,30
2017-11-20,32498,18
2017-11-21,32498,30
2017-11-22,32498,24
2017-11-23,32498,23
2017-11-24,32498,25
2017-11-25,32498,29
2017-11-26,32498,28
2017-11-27,32498,21
2017-11-28,32498,23
2017-11-29,32498,18
2017-11-30,32498,
2013-01-01,43026,42
2013-01-02,43026,33
2013-01-03,43026,45
2013-01-04,43026,39
2013-01-05,43026,47
2013-01-06,43026,44
2013-01-07,43026,49
2013-01-08,43026,42
2013-01-09,43026,44
2013-01-10,43026,47
2013-01-11,43026,42
2013-01-12,43026,50
2013-01-13,43026,53
2013-01-14,43026,17
2013-01-15,43026,55
2013-01-16,43026,42
2013-01-17,43026,46
2013-01-18,43026,48
2013-01-19,43026,56
2013-01-20,43026,47
2013-01-21,43026,24
2013-01-22,43026,44
2013-01-23,43026,24
2013-01-24,43026,57
2013-01-25,43026,48
2013-01-26,43026,49
2013-01-27,43026,55
2013-01-28,43026,32
2013-01-29,43026,45
2013-01-30,43026,45
2013-01-31,43026,43
2013-02-01,43026,52
2013-02-02,43026,61
2013-02-03,43026,58
2013-02-04,43026,35
2013-02-05,43026,49
2013-02-06,43026,48
2013-02-07,43026,45
2013-02-08,43026,54
2013-02-09,43026,68
2013-02-10,43026,56
2013-02-11,43026,35
2013-02-12,43026,40
2013-02-13,43026,49
2013-02-14,43026,
2013-02-15,43026,50
2013-02-16,43026,61
2013-02-17,43026,76
2013-02-18,43026,51
2013-02-19,43026,42
2013-02-20,43026,37
2013-02-21,43026,41
2013-02-22,43026,42
2013-02-23,43026,57
2013-02-24,43026,57
2013-02-25,43026,40
2013-02-26,43026,50
2013-02-27,43026,37
2013-02-28,43026,47
2013-03-01,43026,59
2013-03-02,43026,62
2013-03-03,43026,75
2013-03-04,43026,43
2013-03-05,43026,42
2013-03-06,43026,52
2013-03-07,43026,56
2013-03-08,43026,69
2013-03-09,43026,
2013-03-10,43026,58
2013-03-11,43026,49
2013-03-12,43026,56
2013-03-13,43026,42
2013-03-14,43026,61
2013-03-15,43026,73
2013-03-16,43026,48
2013-03-17,43026,57
2013-03-18,43026,56
2013-03-19,43026,70
2013-03-20,43026,58
2013-03-21,43026,59
2013-03-22,43026,72
2013-03-23,43026,65
2013-03-24,43026,79
2013-03-25,43026,42
2013-03-26,43026,57
2013-03-27,43026,58
2013-03-28,43026,65
2013-03-29,43026,60
2013-03-30,43026,63
2013-03-31,43026,74
2013-04-01,43026,65
2013-04-02,43026,65
2013-04-03,43026,54
2013-04-04,43026,65
2013-04-05,43026,74
2013-04-06,43026,69
2013-04-07,43026,92
2013-04-08,43026,60
2013-04-09,43026,72
2013-04-10,43026,67
2013-04-11,43026,63
2013-04-12,43026,77
2013-04-13,43026,61
2013-04-14,43026,90
2013-04-15,43026,75
2013-04-16,43026,67
2013-04-17,43026,43
2013-04-18,43026,76
2013-04-19,43026,89
2013-04-20,43026,82
2013-04-21,43026,99
2013-04-22,43026,50
2013-04-23,43026,66
2013-04-24,43026,69
2013-04-25,43026,69
2013-04-26,43026,82
2013-04-27,43026,68
2013-04-28,43026,90
2013-04-29,43026,35
2013-04-30,43026,65
2013-05-01,43026,62
2013-05-02,43026,85
2013-05-03,43026,94
2013-05-04,43026,81
2013-05-05,43026,85
2013-05-06,43026,53
2013-05-07,43026,74
2013-05-08,43026,84
2013-05-09,43026,75
2013-05-10,43026,79
2013-05-11,43026,81
2013-05-12,43026,
2013-05-13,43026,66
2013-05-14,43026,69
2013-05-15,43026,68
2013-05-16,43026,
2013-05-17,43026,89
2013-05-18,43026,87
2013-05-19,43026,84
2013-05-20,43026,47
2013-05-21,43026,61
2013-05-22,43026,69
2013-05-23,43026,80
2013-05-24,43026,69
2013-05-25,43026,77
2013-05-26,43026,108
2013-05-27,43026,68
2013-05-28,43026,67
2013-05-29,43026,75
2013-05-30,43026,78
2013-05-31,43026,71
2013-06-01,43026,102
2013-06-02,43026,120
2013-06-03,43026,68
2013-06-04,43026,71
2013-06-05,43026,81
2013-06-06,43026,88
2013-06-07,43026,84
2013-06-08,43026,101
2013-06-09,43026,85
2013-06-10,43026,81
2013-06-11,43026,62
2013-06-12,43026,75
2013-06-13,43026,65
2013-06-14,43026,95
2013-06-15,43026,87
2013-06-16,43026,98
2013-06-17,43026,
2013-06-18,43026,67
2013-06-19,43026,56
2013-06-20,43026,67
2013-06-21,43026,78
2013-06-22,43026,97
2013-06-23,43026,92
2013-06-24,43026,76
2013-06-25,43026,66
2013-06-26,43026,87
2013-06-27,43026,87
2013-06-28,43026,
2013-06-29,43026,95
2013-06-30,43026,
2013-07-01,43026,62
2013-07-02,43026,92
2013-07-03,43026,71
2013-07-04,43026,87
2013-07-05,43026,82
2013-07-06,43026,84
2013-07-07,43026,101
2013-07-08,43026,69
2013-07-09,43026,69
2013-07-10,43026,75
2013-07-11,43026,87
2013-07-12,43026,105
2013-07-13,43026,98
2013-07-14,43026,100
2013-07-15,43026,63
2013-07-16,43026,74
2013-07-17,43026,78
2013-07-18,43026,87
2013-07-19,43026,91
2013-07-20,43026,90
2013-07-21,43026,107
2013-07-22,43026,66
2013-07-23,43026,82
2013-07-24,43026,81
2013-07-25,43026,78
2013-07-26,43026,81
2013-07-27,43026,80
2013-07-28,43026,112
2013-07-29,43026,67
2013-07-30,43026,81
2013-07-31,43026,71
2013-08-01,43026,67
2013-08-02,43026,75
2013-08-03,43026,76
2013-08-04,43026,84
2013-08-05,43026,56
2013-08-06,43026,74
2013-08-07,43026,66
2013-08-08,43026,73
2013-08-09,43026,58
2013-08-10,43026,85
2013-08-11,43026,98
2013-08-12,43026,74
2013-08-13,43026,46
2013-08-14,43026,63
2013-08-15,43026,74
2013-08-16,43026,91
2013-08-17,43026,99
2013-08-18,43026,91
2013-08-19,43026,61
2013-08-20,43026,67
2013-08-21,43026,70
2013-08-22,43026,86
2013-08-23,43026,80
2013-08-24,43026,89
2013-08-25,43026,79
2013-08-26,43026,58
2013-08-27,43026,69
2013-08-28,43026,73
2013-08-29,43026,79
2013-08-30,43026,76
2013-08-31,43026,89
2013-09-01,43026,87
2013-09-02,43026,46
2013-09-03,43026,68
2013-09-04,43026,74
2013-09-05,43026,75
2013-09-06,43026,64
2013-09-07,43026,58
2013-09-08,43026,95
2013-09-09,43026,59
2013-09-10,43026,
2013-09-11,43026,67
2013-09-12,43026,73
2013-09-13,43026,67
2013-09-14,43026,81
2013-09-15,43026,83
2013-09-16,43026,69
2013-09-17,43026,69
2013-09-18,43026,68
2013-09-19,43026,63
2013-09-20,43026,93
2013-09-21,43026,65
2013-09-22,43026,79
2013-09-23,43026,56
2013-09-24,43026,71
2013-09-25,43026,50
2013-09-26,43026,61
2013-09-27,43026,78
2013-09-28,43026,75
2013-09-29,43026,66
2013-09-30,43026,53
2013-10-01,43026,63
2013-10-02,43026,65
2013-10-03,43026,69
2013-10-04,43026,63
2013-10-05,43026,60
2013-10-06,43026,76
2013-10-07,43026,56
2013-10-08,43026,75
2013-10-09,43026,55
2013-10-10,43026,61
2013-10-11,43026,67
2013-10-12,43026,65
2013-10-13,43026,69
2013-10-14,43026,46
2013-10-15,43026,57
2013-10-16,43026,57
2013-10-17,43026,70
2013-10-18,43026,68
2013-10-19,43026,74
2013-10-20,43026,70
2013-10-21,43026,51
2013-10-22,43026,74
2013-10-23,43026,
2013-10-24,43026,66
2013-10-25,43026,76
2013-10-26,43026,84
2013-10-27,43026,68
2013-10-28,43026,42
2013-10-29,43026,56
2013-10-30,43026,76
2013-10-31,43026,48
2013-11-01,43026,84
2013-11-02,43026,74
2013-11-03,43026,97
2013-11-04,43026,47
2013-11-05,43026,73
2013-11-06,43026,63
2013-11-07,43026,54
2013-11-08,43026,65
2013-11-09,43026,68
2013-11-10,43026,75
2013-11-11,43026,44
2013-11-12,43026,75
2013-11-13,43026,62
2013-11-14,43026,73
2013-11-15,43026,61
2013-11-16,43026,68
2013-11-17,43026,84
2013-11-18,43026,52
2013-11-19,43026,58
2013-11-20,43026,75
2013-11-21,43026,63
2013-11-22,43026,85
2013-11-23,43026,64
2013-11-24,43026,107
2013-11-25,43026,59
2013-11-26,43026,65
2013-11-27,43026,68
2013-11-28,43026,70
2013-11-29,43026,74
2013-11-30,43026,82
2013-12-01,43026,65
2013-12-02,43026,34
2013-12-03,43026,39
2013-12-04,43026,40
2013-12-05,43026,54
2013-12-06,43026,47
2013-12-07,43026,46
2013-12-08,43026,63
2013-12-09,43026,37
2013-12-10,43026,35
2013-12-11,43026,46
2013-12-12,43026,52
2013-12-13,43026,58
2013-12-14,43026,49
2013-12-15,43026,71
2013-12-16,43026,47
2013-12-17,43026,46
2013-12-18,43026,42
2013-12-19,43026,54
2013-12-20,43026,57
2013-12-21,43026,63
2013-12-22,43026,54
2013-12-23,43026,35
2013-12-24,43026,47
2013-12-25,43026,52
2013-12-26,43026,49
2013-12-27,43026,50
2013-12-28,43026,48
2013-12-29,43026,59
2013-12-30,43026,43
2013-12-31,43026,47
2014-01-01,43026,48
2014-01-02,43026,55
2014-01-03,43026,57
2014-01-04,43026,58
2014-01-05,43026,59
2014-01-06,43026,36
2014-01-07,43026,46
2014-01-08,43026,45
2014-01-09,43026,51
2014-01-10,43026,51
2014-01-11,43026,50
2014-01-12,43026,50
2014-01-13,43026,51
2014-01-14,43026,59
2014-01-15,43026,44
2014-01-16,43026,42
2014-01-17,43026,46
2014-01-18,43026,43
2014-01-19,43026,51
2014-01-20,43026,35
2014-01-21,43026,40
2014-01-22,43026,44
2014-01-23,43026,52
2014-01-24,43026,56
2014-01-25,43026,62
2014-01-26,43026,74
2014-01-27,43026,52
2014-01-28,43026,30
2014-01-29,43026,67
2014-01-30,43026,60
2014-01-31,43026,42
2014-02-01,43026,66
2014-02-02,43026,77
2014-02-03,43026,40
2014-02-04,43026,
2014-02-05,43026,71
2014-02-06,43026,55
2014-02-07,43026,
2014-02-08,43026,76
2014-02-09,43026,75
2014-02-10,43026,48
2014-02-11,43026,65
2014-02-12,43026,59
2014-02-13,43026,54
2014-02-14,43026,70
2014-02-15,43026,70
2014-02-16,43026,64
2014-02-17,43026,61
2014-02-18,43026,47
2014-02-19,43026,62
2014-02-20,43026,
2014-02-21,43026,54
2014-02-22,43026,66
2014-02-23,43026,66
2014-02-24,43026,42
2014-02-25,43026,51
2014-02-26,43026,53
2014-02-27,43026,52
2014-02-28,43026,54
2014-03-01,43026,74
2014-03-02,43026,78
2014-03-03,43026,62
2014-03-04,43026,54
2014-03-05,43026,74
2014-03-06,43026,63
2014-03-07,43026,
2014-03-08,43026,83
2014-03-09,43026,101
2014-03-10,43026,52
2014-03-11,43026,55
2014-03-12,43026,77
2014-03-13,43026,72
2014-03-14,43026,64
2014-03-15,43026,78
2014-03-16,43026,84
2014-03-17,43026,51
2014-03-18,43026,67
2014-03-19,43026,52
2014-03-20,43026,57
2014-03-21,43026,76
2014-03-22,43026,81
2014-03-23,43026,95
2014-03-24,43026,56
2014-03-25,43026,61
2014-03-26,43026,61
2014-03-27,43026,64
2014-03-28,43026,64
2014-03-29,43026,63
2014-03-30,43026,83
2014-03-31,43026,43
2014-04-01,43026,83
2014-04-02,43026,57
2014-04-03,43026,76
2014-04-04,43026,69
2014-04-05,43026,88
2014-04-06,43026,89
2014-04-07,43026,70
2014-04-08,43026,75
2014-04-09,43026,74
2014-04-10,43026,80
2014-04-11,43026,87
2014-04-12,43026,104
2014-04-13,43026,113
2014-04-14,43026,54
2014-04-15,43026,75
2014-04-16,43026,77
2014-04-17,43026,67
2014-04-18,43026,74
2014-04-19,43026,
2014-04-20,43026,100
2014-04-21,43026,72
2014-04-22,43026,78
2014-04-23,43026,74
2014-04-24,43026,90
2014-04-25,43026,97
2014-04-26,43026,94
2014-04-27,43026,97
2014-04-28,43026,60
2014-04-29,43026,74
2014-04-30,43026,75
2014-05-01,43026,84
2014-05-02,43026,83
2014-05-03,43026,89
2014-05-04,43026,117
2014-05-05,43026,87
2014-05-06,43026,72
2014-05-07,43026,73
2014-05-08,43026,83
2014-05-09,43026,108
2014-05-10,43026,93
2014-05-11,43026,116
2014-05-12,43026,67
2014-05-13,43026,99
2014-05-14,43026,79
2014-05-15,43026,93
2014-05-16,43026,99
2014-05-17,43026,103
2014-05-18,43026,81
2014-05-19,43026,79
2014-05-20,43026,82
2014-05-21,43026,79
2014-05-22,43026,89
2014-05-23,43026,97
2014-05-24,43026,82
2014-05-25,43026,97
2014-05-26,43026,71
2014-05-27,43026,76
2014-05-28,43026,80
2014-05-29,43026,81
2014-05-30,43026,93
2014-05-31,43026,111
2014-06-01,43026,130
2014-06-02,43026,76
2014-06-03,43026,110
2014-06-04,43026,94
2014-06-05,43026,91
2014-06-06,43026,85
2014-06-07,43026,87
2014-06-08,43026,101
2014-06-09,43026,71
2014-06-10,43026,92
2014-06-11,43026,76
2014-06-12,43026,101
2014-06-13,43026,107
2014-06-14,43026,94
2014-06-15,43026,98
2014-06-16,43026,68
2014-06-17,43026,76
2014-06-18,43026,91
2014-06-19,43026,84
2014-06-20,43026,92
2014-06-21,43026,111
2014-06-22,43026,106
2014-06-23,43026,73
2014-06-24,43026,92
2014-06-25,43026,92
